UserID,No_of_days_Visited_7_Days,Pageloads_last_7_days,Clicks_last_7_days,No_Of_Products_Viewed_15_Days,Most_Viewed_product_15_Days,User_Vintage,Most_Active_OS,Recently_Viewed_Product
U134892,null,null,null,null,Product101,109,,PR100895
U134893,null,null,null,null,Product101,47,,PR100686
U134894,null,null,null,null,Product101,52,,Product101
U134895,null,null,null,null,Product101,117,,PR100609
U134896,null,null,null,null,Product101,63,,PR100630
U134897,null,null,null,null,Product101,75,,Product101
U134898,null,null,null,null,Product101,135,,PR100775
U134899,null,null,null,null,Product101,285,,PR100280
U134900,null,null,null,null,Product101,177,,PR100114
U134901,null,null,null,null,Product101,223,,PR100102
U134902,null,null,null,null,Product101,1430,,PR100390
U134903,null,null,null,null,Product101,null,,Product101
U134906,null,null,null,null,Product101,71,,PR100036
U134907,null,null,null,null,Product101,241,,PR100870
U134908,null,null,null,null,Product101,115,,PR100028
U134909,null,null,null,null,Product101,115,,PR100629
U134910,null,null,null,null,Product101,139,,PR100123
U134912,null,null,null,null,Product101,337,,PR100344
U134913,null,null,null,null,Product101,1078,,PR100294
U134914,null,null,null,null,Product101,46,,PR100390
U134915,null,null,null,null,Product101,270,,PR100631
U134916,null,null,null,null,Product101,65,,PR100409
U134917,null,null,null,null,Product101,342,,PR101181
U134918,null,null,null,null,Product101,62,,Product101
U134919,null,null,null,null,Product101,494,,PR100067
U134920,null,null,null,null,Product101,189,,Product101
U134921,null,null,null,null,Product101,454,,PR100146
U134922,null,null,null,null,Product101,82,,PR101181
U134923,null,null,null,null,Product101,293,,PR100312
U134924,null,null,null,null,Product101,129,,PR100737
U134925,null,null,null,null,Product101,163,,PR100924
U134926,null,null,null,null,Product101,378,,Product101
U134927,null,null,null,null,Product101,531,,PR100590
U134929,null,null,null,null,Product101,440,,PR100250
U134930,null,null,null,null,Product101,114,,PR100139
U134931,null,null,null,null,Product101,85,,PR100095
U134932,null,null,null,null,Product101,43,,PR100393
U134934,null,null,null,null,Product101,48,,Product101
U134935,null,null,null,null,Product101,44,,PR100123
U134936,null,null,null,null,Product101,483,,PR100070
U134937,null,null,null,null,Product101,216,,PR100180
U134938,null,null,null,null,Product101,46,,PR100241
U134939,null,null,null,null,Product101,765,,Product101
U134940,null,null,null,null,Product101,380,,PR100279
U134942,null,null,null,null,Product101,430,,Product101
U134943,null,null,null,null,Product101,61,,PR100366
U134945,null,null,null,null,Product101,127,,Product101
U134946,null,null,null,null,Product101,44,,PR100275
U134947,null,null,null,null,Product101,101,,Product101
U134948,null,null,null,null,Product101,819,,PR100003
U134949,null,null,null,null,Product101,315,,PR100123
U134950,null,null,null,null,Product101,47,,Product101
U134951,null,null,null,null,Product101,195,,PR101204
U134952,null,null,null,null,Product101,74,,PR100113
U134953,null,null,null,null,Product101,79,,PR100172
U134954,null,null,null,null,Product101,1215,,Product101
U134955,null,null,null,null,Product101,60,,PR100870
U134956,null,null,null,null,Product101,706,,PR100017
U134957,null,null,null,null,Product101,409,,PR100254
U134958,null,null,null,null,Product101,2191,,PR100401
U134959,null,null,null,null,Product101,448,,PR100102
U134960,null,null,null,null,Product101,63,,PR100199
U134961,null,null,null,null,Product101,1032,,PR100673
U134962,null,null,null,null,Product101,48,,PR100166
U134963,null,null,null,null,Product101,83,,Product101
U134964,null,null,null,null,Product101,1574,,PR100321
U134965,null,null,null,null,Product101,621,,Product101
U134967,null,null,null,null,Product101,493,,PR100263
U134968,null,null,null,null,Product101,72,,Product101
U134969,null,null,null,null,Product101,108,,PR100859
U134970,null,null,null,null,Product101,47,,PR100895
U134972,null,null,null,null,Product101,63,,Product101
U134973,null,null,null,null,Product101,58,,Product101
U134974,null,null,null,null,Product101,204,,PR100872
U134975,null,null,null,null,Product101,123,,Product101
U134977,null,null,null,null,Product101,null,,Product101
U134978,null,null,null,null,Product101,null,,Product101
U134979,null,null,null,null,Product101,47,,PR100209
U134980,null,null,null,null,Product101,47,,Product101
U134981,null,null,null,null,Product101,1150,,Product101
U134982,null,null,null,null,Product101,2256,,PR102471
U134983,null,null,null,null,Product101,245,,PR100362
U134985,null,null,null,null,Product101,642,,PR100152
U134986,null,null,null,null,Product101,663,,PR100283
U134987,null,null,null,null,Product101,551,,PR100908
U134989,null,null,null,null,Product101,null,,Product101
U134990,null,null,null,null,Product101,2256,,Product101
U134991,null,null,null,null,Product101,144,,PR100166
U134992,null,null,null,null,Product101,537,,PR100833
U134993,null,null,null,null,Product101,216,,PR100137
U134994,null,null,null,null,Product101,60,,PR100870
U134995,null,null,null,null,Product101,45,,PR100527
U134996,null,null,null,null,Product101,2082,,PR101339
U134997,null,null,null,null,Product101,67,,PR100051
U134999,null,null,null,null,Product101,761,,Product101
U135001,null,null,null,null,Product101,821,,Product101
U135002,null,null,null,null,Product101,268,,PR100192
U135003,null,null,null,null,Product101,43,,PR100341
U135004,null,null,null,null,Product101,825,,PR100324
U135005,null,null,null,null,Product101,830,,PR100051
U135006,null,null,null,null,Product101,88,,PR112077
U135007,null,null,null,null,Product101,268,,PR100415
U135008,null,null,null,null,Product101,50,,PR100105
U135009,null,null,null,null,Product101,98,,Product101
U135010,null,null,null,null,Product101,208,,PR100119
U135011,null,null,null,null,Product101,390,,PR100728
U135012,null,null,null,null,Product101,843,,PR100279
U135013,null,null,null,null,Product101,46,,Product101
U135015,null,null,null,null,Product101,53,,PR101594
U135016,null,null,null,null,Product101,1171,,PR100197
U135017,null,null,null,null,Product101,49,,Product101
U135018,null,null,null,null,Product101,46,,PR100070
U135019,null,null,null,null,Product101,79,,PR100015
U135020,null,null,null,null,Product101,216,,PR100771
U135021,null,null,null,null,Product101,null,,Product101
U135022,null,null,null,null,Product101,87,,PR100850
U135023,null,null,null,null,Product101,207,,PR102756
U135024,null,null,null,null,Product101,47,,PR100166
U135025,null,null,null,null,Product101,1531,,Product101
U135026,null,null,null,null,Product101,68,,PR100040
U135027,null,null,null,null,Product101,669,,PR100275
U135028,null,null,null,null,Product101,1147,,PR100401
U135029,null,null,null,null,Product101,2148,,PR100102
U135030,null,null,null,null,Product101,1384,,PR101704
U135031,null,null,null,null,Product101,324,,PR100298
U135032,null,null,null,null,Product101,244,,PR100390
U135033,null,null,null,null,Product101,44,,PR100021
U135034,null,null,null,null,Product101,51,,Product101
U135035,null,null,null,null,Product101,42,,Product101
U135036,null,null,null,null,Product101,219,,Product101
U135037,null,null,null,null,Product101,54,,Product101
U135038,null,null,null,null,Product101,246,,PR100102
U135040,null,null,null,null,Product101,220,,PR100743
U135041,null,null,null,null,Product101,96,,PR100692
U135043,null,null,null,null,Product101,null,,Product101
U135044,null,null,null,null,Product101,79,,PR101342
U135045,null,null,null,null,Product101,157,,Product101
U135046,null,null,null,null,Product101,46,,PR100070
U135047,null,null,null,null,Product101,74,,PR101342
U135048,null,null,null,null,Product101,42,,PR100172
U135049,null,null,null,null,Product101,933,,Product101
U135050,null,null,null,null,Product101,770,,Product101
U135051,null,null,null,null,Product101,716,,PR100265
U135052,null,null,null,null,Product101,124,,Product101
U135053,null,null,null,null,Product101,61,,Product101
U135054,null,null,null,null,Product101,46,,PR100251
U135055,null,null,null,null,Product101,179,,Product101
U135056,null,null,null,null,Product101,55,,PR100772
U135057,null,null,null,null,Product101,424,,PR100079
U135058,null,null,null,null,Product101,null,,Product101
U135060,null,null,null,null,Product101,922,,PR100036
U135061,null,null,null,null,Product101,423,,Product101
U135062,null,null,null,null,Product101,57,,Product101
U135063,null,null,null,null,Product101,73,,PR100017
U135064,null,null,null,null,Product101,92,,PR100017
U135065,null,null,null,null,Product101,833,,PR100864
U135066,null,null,null,null,Product101,448,,PR100885
U135067,null,null,null,null,Product101,137,,PR100910
U135069,null,null,null,null,Product101,344,,PR100285
U135070,null,null,null,null,Product101,46,,Product101
U135071,null,null,null,null,Product101,null,,Product101
U135072,null,null,null,null,Product101,704,,PR100102
U135073,null,null,null,null,Product101,455,,PR100390
U135074,null,null,null,null,Product101,539,,Product101
U135075,null,null,null,null,Product101,1094,,PR100102
U135076,null,null,null,null,Product101,267,,PR100102
U135077,null,null,null,null,Product101,90,,PR100055
U135078,null,null,null,null,Product101,216,,PR100036
U135079,null,null,null,null,Product101,48,,PR107251
U135080,null,null,null,null,Product101,178,,Product101
U135081,null,null,null,null,Product101,288,,Product101
U135082,null,null,null,null,Product101,566,,PR101526
U135083,null,null,null,null,Product101,667,,PR100320
U135084,null,null,null,null,Product101,633,,Product101
U135085,null,null,null,null,Product101,854,,Product101
U135086,null,null,null,null,Product101,1872,,PR100142
U135087,null,null,null,null,Product101,1277,,PR100102
U135088,null,null,null,null,Product101,1452,,PR100146
U135089,null,null,null,null,Product101,224,,Product101
U135090,null,null,null,null,Product101,1594,,Product101
U135091,null,null,null,null,Product101,591,,Product101
U135092,null,null,null,null,Product101,null,,Product101
U135093,null,null,null,null,Product101,662,,Product101
U135094,null,null,null,null,Product101,119,,PR100145
U135095,null,null,null,null,Product101,128,,PR100540
U135096,null,null,null,null,Product101,264,,PR100102
U135097,null,null,null,null,Product101,45,,Product101
U135098,null,null,null,null,Product101,934,,PR100102
U135099,null,null,null,null,Product101,928,,PR100268
U135100,null,null,null,null,Product101,129,,PR105948
U135101,null,null,null,null,Product101,1067,,PR100166
U135102,null,null,null,null,Product101,76,,PR100504
U135103,null,null,null,null,Product101,237,,PR101792
U135104,null,null,null,null,Product101,129,,PR100102
U135105,null,null,null,null,Product101,56,,PR100102
U135106,null,null,null,null,Product101,737,,Product101
U135107,null,null,null,null,Product101,57,,Product101
U135108,null,null,null,null,Product101,708,,Product101
U135109,null,null,null,null,Product101,53,,Product101
U135110,null,null,null,null,Product101,364,,PR100102
U135111,null,null,null,null,Product101,47,,PR100166
U135112,null,null,null,null,Product101,54,,Product101
U135113,null,null,null,null,Product101,64,,PR100469
U135114,null,null,null,null,Product101,106,,Product101
U135115,null,null,null,null,Product101,201,,Product101
U135116,null,null,null,null,Product101,75,,Product101
U135117,null,null,null,null,Product101,75,,PR100371
U135118,null,null,null,null,Product101,386,,PR100275
U135119,null,null,null,null,Product101,417,,PR100469
U135120,null,null,null,null,Product101,721,,Product101
U135121,null,null,null,null,Product101,398,,PR100070
U135122,null,null,null,null,Product101,160,,PR100032
U135123,null,null,null,null,Product101,50,,Product101
U135124,null,null,null,null,Product101,284,,PR100390
U135125,null,null,null,null,Product101,78,,PR100209
U135126,null,null,null,null,Product101,110,,PR100981
U135127,null,null,null,null,Product101,43,,PR100895
U135128,null,null,null,null,Product101,51,,Product101
U135129,null,null,null,null,Product101,48,,Product101
U135130,null,null,null,null,Product101,205,,PR100719
U135131,null,null,null,null,Product101,820,,Product101
U135132,null,null,null,null,Product101,481,,PR100152
U135133,null,null,null,null,Product101,166,,PR100219
U135134,null,null,null,null,Product101,57,,PR100172
U135135,null,null,null,null,Product101,45,,PR100036
U135136,null,null,null,null,Product101,45,,PR100561
U135137,null,null,null,null,Product101,44,,PR100227
U135139,null,null,null,null,Product101,297,,Product101
U135140,null,null,null,null,Product101,99,,PR100371
U135141,null,null,null,null,Product101,1119,,PR100721
U135142,null,null,null,null,Product101,118,,Product101
U135143,null,null,null,null,Product101,130,,PR100501
U135144,null,null,null,null,Product101,62,,PR100417
U135145,null,null,null,null,Product101,153,,PR100595
U135146,null,null,null,null,Product101,642,,PR100069
U135147,null,null,null,null,Product101,51,,PR100469
U135148,null,null,null,null,Product101,166,,PR101242
U135149,null,null,null,null,Product101,354,,PR100895
U135150,null,null,null,null,Product101,754,,PR105279
U135151,null,null,null,null,Product101,438,,Product101
U135152,null,null,null,null,Product101,181,,Product101
U135153,null,null,null,null,Product101,52,,PR100517
U135154,null,null,null,null,Product101,50,,PR100070
U135155,null,null,null,null,Product101,261,,PR100885
U135156,null,null,null,null,Product101,57,,PR100507
U135157,null,null,null,null,Product101,690,,Product101
U135158,null,null,null,null,Product101,1367,,PR103139
U135159,null,null,null,null,Product101,54,,PR100997
U135161,null,null,null,null,Product101,44,,PR100070
U135162,null,null,null,null,Product101,46,,PR100411
U135163,null,null,null,null,Product101,1089,,Product101
U135164,null,null,null,null,Product101,373,,Product101
U135165,null,null,null,null,Product101,80,,PR100469
U135167,null,null,null,null,Product101,694,,PR100017
U135168,null,null,null,null,Product101,173,,Product101
U135169,null,null,null,null,Product101,1077,,Product101
U135171,null,null,null,null,Product101,649,,Product101
U135172,null,null,null,null,Product101,82,,Product101
U135173,null,null,null,null,Product101,125,,PR100367
U135174,null,null,null,null,Product101,788,,PR100771
U135175,null,null,null,null,Product101,160,,PR100080
U135176,null,null,null,null,Product101,76,,PR100102
U135177,null,null,null,null,Product101,null,,Product101
U135178,null,null,null,null,Product101,629,,PR100333
U135179,null,null,null,null,Product101,93,,PR100060
U135180,null,null,null,null,Product101,109,,PR100241
U135182,null,null,null,null,Product101,429,,Product101
U135184,null,null,null,null,Product101,79,,PR100350
U135186,null,null,null,null,Product101,184,,Product101
U135187,null,null,null,null,Product101,57,,PR100070
U135188,null,null,null,null,Product101,126,,PR100331
U135189,null,null,null,null,Product101,73,,PR100209
U135190,null,null,null,null,Product101,42,,PR100181
U135191,null,null,null,null,Product101,50,,PR100070
U135192,null,null,null,null,Product101,51,,PR100578
U135193,null,null,null,null,Product101,59,,PR100219
U135194,null,null,null,null,Product101,79,,PR100069
U135196,null,null,null,null,Product101,167,,PR100241
U135197,null,null,null,null,Product101,862,,PR100751
U135198,null,null,null,null,Product101,123,,Product101
U135199,null,null,null,null,Product101,47,,PR100123
U135200,null,null,null,null,Product101,null,,Product101
U135201,null,null,null,null,Product101,1903,,Product101
U135202,null,null,null,null,Product101,190,,PR100113
U135203,null,null,null,null,Product101,43,,PR100864
U135204,null,null,null,null,Product101,216,,PR100772
U135205,null,null,null,null,Product101,450,,PR100469
U135206,null,null,null,null,Product101,76,,Product101
U135207,null,null,null,null,Product101,113,,PR100003
U135208,null,null,null,null,Product101,79,,PR100621
U135209,null,null,null,null,Product101,310,,PR100850
U135210,null,null,null,null,Product101,2199,,PR100013
U135211,null,null,null,null,Product101,90,,PR100135
U135212,null,null,null,null,Product101,125,,PR100631
U135213,null,null,null,null,Product101,50,,Product101
U135214,null,null,null,null,Product101,1364,,Product101
U135215,null,null,null,null,Product101,430,,PR100057
U135216,null,null,null,null,Product101,45,,PR100450
U135217,null,null,null,null,Product101,59,,PR100850
U135218,null,null,null,null,Product101,142,,PR100166
U135219,null,null,null,null,Product101,163,,Product101
U135220,null,null,null,null,Product101,1262,,PR100988
U135221,null,null,null,null,Product101,43,,PR100390
U135223,null,null,null,null,Product101,50,,Product101
U135224,null,null,null,null,Product101,49,,PR100172
U135225,null,null,null,null,Product101,69,,Product101
U135226,null,null,null,null,Product101,675,,PR100355
U135227,null,null,null,null,Product101,51,,Product101
U135228,null,null,null,null,Product101,817,,PR100324
U135229,null,null,null,null,Product101,129,,PR100885
U135230,null,null,null,null,Product101,81,,PR100209
U135231,null,null,null,null,Product101,1241,,PR100773
U135232,null,null,null,null,Product101,1808,,Product101
U135234,null,null,null,null,Product101,209,,PR100694
U135235,null,null,null,null,Product101,191,,PR100387
U135236,null,null,null,null,Product101,57,,Product101
U135237,null,null,null,null,Product101,181,,PR100486
U135238,null,null,null,null,Product101,69,,PR100145
U135239,null,null,null,null,Product101,44,,PR100120
U135240,null,null,null,null,Product101,89,,PR100030
U135241,null,null,null,null,Product101,303,,PR100244
U135242,null,null,null,null,Product101,201,,PR100003
U135243,null,null,null,null,Product101,46,,PR100145
U135244,null,null,null,null,Product101,215,,PR100656
U135245,null,null,null,null,Product101,53,,PR101148
U135246,null,null,null,null,Product101,42,,PR100233
U135247,null,null,null,null,Product101,340,,PR100378
U135248,null,null,null,null,Product101,57,,Product101
U135249,null,null,null,null,Product101,97,,PR100070
U135250,null,null,null,null,Product101,83,,PR100087
U135251,null,null,null,null,Product101,580,,PR100192
U135252,null,null,null,null,Product101,851,,Product101
U135253,null,null,null,null,Product101,null,,Product101
U135255,null,null,null,null,Product101,123,,PR100751
U135256,null,null,null,null,Product101,2116,,PR101154
U135257,null,null,null,null,Product101,370,,PR102635
U135259,null,null,null,null,Product101,1006,,Product101
U135260,null,null,null,null,Product101,56,,PR100245
U135262,null,null,null,null,Product101,151,,PR100126
U135263,null,null,null,null,Product101,69,,Product101
U135264,null,null,null,null,Product101,48,,PR100200
U135265,null,null,null,null,Product101,75,,PR100156
U135266,null,null,null,null,Product101,50,,PR100728
U135267,null,null,null,null,Product101,50,,PR100241
U135268,null,null,null,null,Product101,107,,Product101
U135269,null,null,null,null,Product101,49,,PR100393
U135270,null,null,null,null,Product101,76,,PR100097
U135271,null,null,null,null,Product101,112,,PR100171
U135273,null,null,null,null,Product101,349,,Product101
U135274,null,null,null,null,Product101,198,,PR100200
U135275,null,null,null,null,Product101,47,,PR100123
U135276,null,null,null,null,Product101,64,,PR100141
U135277,null,null,null,null,Product101,256,,PR100153
U135278,null,null,null,null,Product101,263,,Product101
U135279,null,null,null,null,Product101,60,,PR100908
U135280,null,null,null,null,Product101,45,,Product101
U135281,null,null,null,null,Product101,241,,PR100573
U135282,null,null,null,null,Product101,1376,,PR100263
U135283,null,null,null,null,Product101,76,,Product101
U135285,null,null,null,null,Product101,127,,Product101
U135286,null,null,null,null,Product101,54,,PR100275
U135288,null,null,null,null,Product101,50,,PR100200
U135289,null,null,null,null,Product101,108,,PR100650
U135290,null,null,null,null,Product101,1975,,PR100350
U135291,null,null,null,null,Product101,null,,Product101
U135292,null,null,null,null,Product101,43,,PR100166
U135293,null,null,null,null,Product101,494,,Product101
U135294,null,null,null,null,Product101,105,,PR100498
U135295,null,null,null,null,Product101,314,,PR100017
U135296,null,null,null,null,Product101,1074,,PR100453
U135297,null,null,null,null,Product101,73,,PR100413
U135298,null,null,null,null,Product101,103,,PR100241
U135299,null,null,null,null,Product101,51,,PR100895
U135300,null,null,null,null,Product101,1574,,PR104981
U135301,null,null,null,null,Product101,511,,Product101
U135302,null,null,null,null,Product101,57,,Product101
U135303,null,null,null,null,Product101,235,,Product101
U135304,null,null,null,null,Product101,null,,Product101
U135305,null,null,null,null,Product101,42,,PR100004
U135306,null,null,null,null,Product101,48,,PR100241
U135307,null,null,null,null,Product101,48,,PR100906
U135308,null,null,null,null,Product101,233,,Product101
U135309,null,null,null,null,Product101,177,,PR100121
U135310,null,null,null,null,Product101,376,,PR100082
U135311,null,null,null,null,Product101,62,,PR100052
U135313,null,null,null,null,Product101,1090,,PR100233
U135314,null,null,null,null,Product101,216,,PR100102
U135315,null,null,null,null,Product101,132,,PR101692
U135316,null,null,null,null,Product101,103,,PR100072
U135318,null,null,null,null,Product101,67,,PR100872
U135319,null,null,null,null,Product101,51,,PR100895
U135320,null,null,null,null,Product101,null,,Product101
U135321,null,null,null,null,Product101,122,,PR100102
U135322,null,null,null,null,Product101,65,,Product101
U135323,null,null,null,null,Product101,88,,PR100269
U135325,null,null,null,null,Product101,42,,PR100070
U135326,null,null,null,null,Product101,101,,PR100028
U135327,null,null,null,null,Product101,64,,PR100017
U135328,null,null,null,null,Product101,48,,Product101
U135329,null,null,null,null,Product101,56,,PR100308
U135330,null,null,null,null,Product101,565,,PR100737
U135332,null,null,null,null,Product101,null,,Product101
U135333,null,null,null,null,Product101,505,,Product101
U135334,null,null,null,null,Product101,358,,PR100145
U135335,null,null,null,null,Product101,53,,PR100737
U135336,null,null,null,null,Product101,null,,Product101
U135337,null,null,null,null,Product101,2258,,PR100631
U135338,null,null,null,null,Product101,46,,PR100600
U135339,null,null,null,null,Product101,607,,PR100166
U135340,null,null,null,null,Product101,49,,PR100181
U135341,null,null,null,null,Product101,78,,PR100948
U135344,null,null,null,null,Product101,1666,,PR100631
U135345,null,null,null,null,Product101,1273,,PR101009
U135346,null,null,null,null,Product101,42,,Product101
U135348,null,null,null,null,Product101,1623,,PR100935
U135349,null,null,null,null,Product101,67,,PR100145
U135350,null,null,null,null,Product101,219,,Product101
U135351,null,null,null,null,Product101,43,,PR100390
U135353,null,null,null,null,Product101,46,,PR100015
U135355,null,null,null,null,Product101,866,,PR100172
U135356,null,null,null,null,Product101,67,,PR100573
U135357,null,null,null,null,Product101,47,,PR100656
U135358,null,null,null,null,Product101,86,,PR100113
U135359,null,null,null,null,Product101,1226,,Product101
U135360,null,null,null,null,Product101,1038,,PR101679
U135361,null,null,null,null,Product101,199,,PR100910
U135362,null,null,null,null,Product101,142,,PR100086
U135363,null,null,null,null,Product101,162,,Product101
U135364,null,null,null,null,Product101,449,,PR100287
U135365,null,null,null,null,Product101,226,,PR100453
U135366,null,null,null,null,Product101,66,,PR101265
U135367,null,null,null,null,Product101,48,,PR100200
U135368,null,null,null,null,Product101,120,,PR100102
U135369,null,null,null,null,Product101,733,,PR100277
U135370,null,null,null,null,Product101,141,,Product101
U135371,null,null,null,null,Product101,50,,PR100363
U135372,null,null,null,null,Product101,57,,PR100219
U135373,null,null,null,null,Product101,185,,PR100119
U135374,null,null,null,null,Product101,null,,Product101
U135375,null,null,null,null,Product101,122,,PR100910
U135376,null,null,null,null,Product101,438,,Product101
U135377,null,null,null,null,Product101,131,,Product101
U135378,null,null,null,null,Product101,117,,PR100070
U135379,null,null,null,null,Product101,1340,,Product101
U135380,null,null,null,null,Product101,358,,PR100233
U135381,null,null,null,null,Product101,1499,,PR100930
U135382,null,null,null,null,Product101,1803,,PR100181
U135383,null,null,null,null,Product101,48,,PR100342
U135384,null,null,null,null,Product101,45,,PR100060
U135385,null,null,null,null,Product101,104,,PR100017
U135386,null,null,null,null,Product101,59,,PR100013
U135387,null,null,null,null,Product101,276,,PR112140
U135388,null,null,null,null,Product101,45,,PR100654
U135389,null,null,null,null,Product101,71,,PR100390
U135390,null,null,null,null,Product101,887,,PR101118
U135391,null,null,null,null,Product101,126,,PR100390
U135393,null,null,null,null,Product101,44,,PR100070
U135394,null,null,null,null,Product101,52,,PR100019
U135395,null,null,null,null,Product101,317,,PR100872
U135396,null,null,null,null,Product101,1369,,Product101
U135398,null,null,null,null,Product101,91,,Product101
U135399,null,null,null,null,Product101,121,,PR101781
U135400,null,null,null,null,Product101,50,,PR100036
U135401,null,null,null,null,Product101,null,,Product101
U135402,null,null,null,null,Product101,1564,,PR100102
U135403,null,null,null,null,Product101,181,,PR100166
U135405,null,null,null,null,Product101,111,,PR100209
U135406,null,null,null,null,Product101,419,,PR101086
U135407,null,null,null,null,Product101,1944,,PR100751
U135408,null,null,null,null,Product101,123,,PR100123
U135410,null,null,null,null,Product101,441,,PR100145
U135411,null,null,null,null,Product101,76,,PR100631
U135412,null,null,null,null,Product101,113,,PR100339
U135413,null,null,null,null,Product101,52,,PR100279
U135414,null,null,null,null,Product101,427,,PR100872
U135415,null,null,null,null,Product101,88,,Product101
U135416,null,null,null,null,Product101,75,,PR100200
U135417,null,null,null,null,Product101,78,,PR100895
U135419,null,null,null,null,Product101,192,,PR100060
U135420,null,null,null,null,Product101,null,,Product101
U135421,null,null,null,null,Product101,185,,PR100743
U135422,null,null,null,null,Product101,680,,PR100544
U135423,null,null,null,null,Product101,42,,PR100390
U135424,null,null,null,null,Product101,84,,Product101
U135425,null,null,null,null,Product101,82,,PR100200
U135426,null,null,null,null,Product101,680,,PR100045
U135427,null,null,null,null,Product101,176,,PR100279
U135429,null,null,null,null,Product101,79,,PR100339
U135431,null,null,null,null,Product101,82,,PR100339
U135432,null,null,null,null,Product101,42,,PR100656
U135433,null,null,null,null,Product101,607,,PR100200
U135434,null,null,null,null,Product101,89,,PR100137
U135435,null,null,null,null,Product101,855,,PR100102
U135436,null,null,null,null,Product101,51,,PR100339
U135437,null,null,null,null,Product101,85,,PR100152
U135439,null,null,null,null,Product101,132,,PR100390
U135440,null,null,null,null,Product101,72,,PR100771
U135442,null,null,null,null,Product101,166,,PR100283
U135443,null,null,null,null,Product101,248,,PR100680
U135444,null,null,null,null,Product101,837,,PR100017
U135446,null,null,null,null,Product101,147,,PR100220
U135447,null,null,null,null,Product101,512,,PR100254
U135448,null,null,null,null,Product101,220,,PR101016
U135451,null,null,null,null,Product101,124,,PR100461
U135452,null,null,null,null,Product101,137,,PR100070
U135453,null,null,null,null,Product101,669,,PR100630
U135455,null,null,null,null,Product101,48,,PR100060
U135456,null,null,null,null,Product101,51,,PR100390
U135457,null,null,null,null,Product101,225,,PR100083
U135458,null,null,null,null,Product101,97,,PR100461
U135459,null,null,null,null,Product101,208,,PR101330
U135461,null,null,null,null,Product101,309,,Product101
U135462,null,null,null,null,Product101,42,,PR100166
U135463,null,null,null,null,Product101,55,,PR100172
U135464,null,null,null,null,Product101,306,,Product101
U135465,null,null,null,null,Product101,47,,PR100023
U135466,null,null,null,null,Product101,42,,PR100200
U135467,null,null,null,null,Product101,557,,PR100070
U135468,null,null,null,null,Product101,44,,PR100341
U135469,null,null,null,null,Product101,86,,PR100102
U135470,null,null,null,null,Product101,68,,PR100591
U135471,null,null,null,null,Product101,707,,PR101291
U135473,null,null,null,null,Product101,681,,PR100167
U135474,null,null,null,null,Product101,135,,PR100123
U135475,null,null,null,null,Product101,368,,PR100102
U135476,null,null,null,null,Product101,686,,PR100166
U135477,null,null,null,null,Product101,182,,PR100200
U135478,null,null,null,null,Product101,64,,PR101789
U135479,null,null,null,null,Product101,176,,PR100023
U135480,null,null,null,null,Product101,2256,,PR100003
U135481,null,null,null,null,Product101,477,,PR100102
U135482,null,null,null,null,Product101,80,,PR100845
U135484,null,null,null,null,Product101,56,,PR101381
U135485,null,null,null,null,Product101,124,,PR100371
U135486,null,null,null,null,Product101,251,,PR100371
U135487,null,null,null,null,Product101,1109,,Product101
U135488,null,null,null,null,Product101,693,,PR101781
U135489,null,null,null,null,Product101,89,,Product101
U135490,null,null,null,null,Product101,170,,Product101
U135491,null,null,null,null,Product101,54,,Product101
U135492,null,null,null,null,Product101,1206,,PR101381
U135493,null,null,null,null,Product101,850,,PR101218
U135494,null,null,null,null,Product101,50,,Product101
U135495,null,null,null,null,Product101,92,,PR101781
U135496,null,null,null,null,Product101,108,,PR100263
U135497,null,null,null,null,Product101,405,,Product101
U135499,null,null,null,null,Product101,92,,PR100200
U135500,null,null,null,null,Product101,null,,Product101
U135501,null,null,null,null,Product101,73,,Product101
U135502,null,null,null,null,Product101,335,,PR100003
U135503,null,null,null,null,Product101,1066,,Product101
U135504,null,null,null,null,Product101,108,,PR100200
U135505,null,null,null,null,Product101,335,,PR100102
U135506,null,null,null,null,Product101,1099,,Product101
U135507,null,null,null,null,Product101,44,,PR100209
U135508,null,null,null,null,Product101,null,,Product101
U135509,null,null,null,null,Product101,384,,PR100708
U135510,null,null,null,null,Product101,60,,Product101
U135511,null,null,null,null,Product101,45,,PR100901
U135512,null,null,null,null,Product101,128,,PR100030
U135513,null,null,null,null,Product101,53,,PR100413
U135514,null,null,null,null,Product101,47,,PR100099
U135515,null,null,null,null,Product101,71,,Product101
U135516,null,null,null,null,Product101,87,,PR100036
U135517,null,null,null,null,Product101,null,,Product101
U135518,null,null,null,null,Product101,97,,PR100751
U135519,null,null,null,null,Product101,46,,PR100762
U135520,null,null,null,null,Product101,187,,PR100021
U135521,null,null,null,null,Product101,43,,PR100969
U135522,null,null,null,null,Product101,144,,PR100147
U135524,null,null,null,null,Product101,602,,PR100102
U135525,null,null,null,null,Product101,50,,PR100102
U135526,null,null,null,null,Product101,48,,PR100024
U135527,null,null,null,null,Product101,1285,,Product101
U135528,null,null,null,null,Product101,null,,Product101
U135529,null,null,null,null,Product101,1281,,PR100048
U135530,null,null,null,null,Product101,104,,PR100354
U135531,null,null,null,null,Product101,45,,PR100037
U135532,null,null,null,null,Product101,2256,,PR100263
U135533,null,null,null,null,Product101,58,,Product101
U135534,null,null,null,null,Product101,47,,PR100261
U135535,null,null,null,null,Product101,1921,,Product101
U135536,null,null,null,null,Product101,832,,PR100202
